full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Hyundai i20 1.2 Asta,5.35,2017,Dealer,30000,1st  ,Petrol,Manual,17,1197,80,,,,,
Maruti Alto 800 LXI,2.15,2015,Dealer,48000,1st  ,Petrol,Manual,22.74,796,47,,,,,
Mahindra Thar 4X4,7,2015,Dealer,58376,1st  ,Diesel,Manual,16.55,2498,105,,,,,
Audi Q3 2.0 TDI Quattro Premium Plus,16.1,2013,Dealer,35000,1st  ,Diesel,Automatic,15.73,1968,174,,,,,
Honda City i VTEC VX,10.25,2019,Dealer,21000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Mahindra Bolero SLE,4.45,2012,Dealer,68000,1st  ,Diesel,Manual,13.6,2523,63,,,,,
Kia Seltos GTX Plus,15.6,2019,Individual,5000,1st  ,Petrol,Manual,16.1,1353,138,,,,,
Hyundai Elantra 2.0 SX AT,15.75,2018,Individual,13000,1st  ,Petrol,Automatic,14.62,1999,150,,,,,
Mahindra Scorpio 1.99 S10,12,2017,Individual,51000,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Hyundai i20 Magna,2.35,2009,Dealer,71000,1st  ,Petrol,Manual,20.35,1197,82,,,,,
Honda City i VTEC VX Option BL,5.75,2017,Dealer,55000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Ford Freestyle Titanium Plus Diesel BSIV,8,2019,Individual,10000,1st  ,Diesel,Manual,24.4,1498,99,,,,,
Hyundai EON LPG Era Plus,2.1,2013,Individual,25000,1st  ,LPG,Manual,21.1,814,55,,,,,
Ford Fiesta 1.4 Duratorq ZXI,1.6,2007,Individual,90000,1st  ,Diesel,Manual,17.8,1399,68,,,,,
Maruti Ertiga SHVS ZDI,8,2017,Individual,60000,1st  ,Diesel,Manual,24.52,1248,89,,,,,
Honda Mobilio E i DTEC,5.5,2015,Dealer,54000,1st  ,Diesel,Manual,24.2,1498,99,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.3,2015,Individual,165000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Maruti Ritz ZXI,2.25,2011,Dealer,56787,1st  ,Petrol,Manual,21.1,1197,86,,,,,
Hyundai i20 1.2 Sportz Option,3.25,2013,Dealer,35000,1st  ,Petrol,Manual,17,1197,80,,,,,
Maruti Vitara Brezza VDi,7.25,2016,Dealer,64000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Maruti Swift Dzire VXI 1.2 BS IV,6.25,2018,Dealer,47230,1st  ,Petrol,Manual,22,1197,82,,,,,
Maruti Ciaz Delta BSIV,7.25,2018,Dealer,23167,1st  ,Petrol,Manual,21.56,1462,103,,,,,
Maruti Ignis 1.2 Delta BSIV,4.25,2017,Individual,22115,1st  ,Petrol,Manual,20.89,1197,82,,,,,
Maruti Swift VXI Optional,6.32,2019,Dealer,38000,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Maruti Wagon R LXI,1.75,2007,Dealer,53000,1st  ,Petrol,Manual,21.79,998,67,,,,,
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,18.49,2018,Dealer,27000,1st  ,Diesel,Automatic,11.36,2755,172,,,,,
Hyundai i20 Magna,2.7,2011,Dealer,62540,1st  ,Petrol,Manual,18.5,1197,80,,,,,
Mahindra XUV500 AT W10 1.99 mHawk,13.5,2017,Individual,20000,1st  ,Diesel,Automatic,16,1997,140,,,,,
Hyundai EON Magna Plus,2.5,2016,Individual,50000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Maruti Alto LX,1.56,2011,Individual,15000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Ford Figo Petrol EXI,1.5,2010,Individual,80000,1st  ,Petrol,Manual,15.6,1196,70,,,,,
Honda WR-V i-DTEC VX,8.95,2018,Dealer,22000,1st  ,Diesel,Manual,25.5,1498,99,,,,,
Mahindra Scorpio 1.99 S4 9S,6,2016,Dealer,36908,1st  ,Diesel,Manual,15.4,1997,120,,,,,
Toyota Platinum Etios 1.4 VXD,5.4,2016,Dealer,35000,1st  ,Diesel,Manual,23.59,1364,67,,,,,
Maruti Swift Dzire VXI,4.5,2015,Individual,70000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Volkswagen Polo Diesel Highline 1.2L,4.6,2013,Dealer,58000,1st  ,Diesel,Manual,22.07,1199,74,,,,,
Fiat Grande Punto 1.3 Dynamic (Diesel),2.75,2013,Individual,120000,1st  ,Diesel,Manual,20.3,1248,75,,,,,
Honda City S,3.95,2012,Dealer,47000,1st  ,Petrol,Manual,16.8,1497,116,,,,,
Skoda Laura 1.9 TDI MT Elegance,3.25,2011,Dealer,89000,1st  ,Diesel,Manual,17,1896,105,,,,,
Toyota Fortuner 3.0 Diesel,12,2011,Dealer,196777,1st  ,Diesel,Manual,11.5,2982,171,,,,,
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5,2018,Individual,40000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Audi A3 35 TDI Attraction,14.95,2015,Dealer,22800,1st  ,Diesel,Automatic,20.38,1968,143,,,,,
Mahindra KUV100 NXT D75 K2 Plus,5.55,2018,Dealer,50000,1st  ,Diesel,Manual,25.32,1198,77,,,,,
Tata Zest Revotron 1.2T XE,3,2016,Individual,80000,1st  ,Petrol,Manual,17.57,1193,89,,,,,
BMW 3 Series 320d,9.95,2012,Dealer,34000,1st  ,Diesel,Automatic,13.2,1995,170,,,,,
Honda Amaze VX i-DTEC,5.15,2016,Individual,40000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Maruti Celerio ZXI MT BSIV,4.5,2019,Individual,15000,1st  ,Petrol,Manual,23.1,998,67,,,,,
Mahindra Bolero DI,2.5,2006,Individual,340000,1st  ,Diesel,Manual,13.6,2523,63,,,,,
Maruti Omni MPI STD BSIV,2.5,2017,Individual,15000,1st  ,Petrol,Manual,16.8,796,34,,,,,
Hyundai Xcent 1.1 CRDi SX Option,3.75,2015,Individual,167500,1st  ,Diesel,Manual,24.4,1120,71,,,,,
Maruti Alto 800 VXI Optional,3.25,2016,Dealer,16000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Maruti Vitara Brezza ZDi Plus,6.5,2016,Individual,80000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Honda City 2017-2020 GXi,3,2006,Individual,40000,1st  ,Petrol,Manual,17.7,1497,78,,,,,
Maruti Swift Dzire LDI,3.25,2013,Dealer,70000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,7.5,2017,Individual,143000,1st  ,Diesel,Manual,25.1,1248,89,,,,,
Maruti Ertiga VDI,6.25,2015,Individual,80000,1st  ,Diesel,Manual,20.77,1248,89,,,,,
Maruti Alto 800 LXI,2.5,2017,Individual,20000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Honda WR-V i-DTEC VX,6.99,2017,Dealer,33000,1st  ,Diesel,Manual,25.5,1498,99,,,,,
Ford Aspire 1.2 Ti-VCT Titanium,4.5,2015,Individual,30000,1st  ,Petrol,Manual,18.16,1196,87,,,,,
Tata Safari Storme EX,7,2018,Individual,70000,1st  ,Diesel,Manual,14.1,2179,148,,,,,
Tata Indigo LX DiCOR,1.7,2013,Dealer,52000,1st  ,Diesel,Manual,16.6,1405,70,,,,,
Maruti Swift Dzire Ldi BSIV,2.5,2012,Individual,154600,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Hyundai i20 Active 1.4 SX,6.25,2015,Dealer,66392,1st  ,Diesel,Manual,21.19,1396,89,,,,,
Honda BRV i-DTEC VX MT,11,2018,Dealer,38000,1st  ,Diesel,Manual,21.9,1498,99,,,,,
Volkswagen Polo 1.5 TDI Highline,5,2015,Individual,120000,1st  ,Diesel,Manual,20.14,1498,89,,,,,
Hyundai Xcent 1.2 VTVT SX,5.5,2018,Individual,50000,1st  ,Petrol,Manual,20.14,1197,82,,,,,
Maruti Ciaz VDi Plus SHVS,7,2015,Individual,60000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
BMW 3 Series 320d,29,2017,Dealer,20000,1st  ,Diesel,Automatic,13.2,1995,170,,,,,
Toyota Corolla Altis GL MT,8.95,2016,Dealer,27000,1st  ,Petrol,Manual,14.28,1798,138,,,,,
Mahindra Scorpio S10 7 Seater,8.5,2015,Individual,80000,1st  ,Diesel,Manual,15.4,2179,120,,,,,
Volkswagen Vento Konekt Diesel Highline,3.75,2014,Dealer,68000,1st  ,Diesel,Manual,20.54,1598,104,,,,,
Mahindra Scorpio SLE BSIV,4.65,2012,Individual,70000,1st  ,Diesel,Manual,12.05,2179,120,,,,,
Mahindra Bolero 2011-2019 SLX,4.5,2012,Individual,80000,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Mahindra Quanto C4,3.5,2014,Dealer,60000,1st  ,Diesel,Manual,17.21,1493,100,,,,,
Tata Tigor 1.2 Revotron XT,5.5,2018,Individual,40000,1st  ,Petrol,Manual,20.3,1199,84,,,,,
Mahindra Bolero 2011-2019 SLE BSIII,6.25,2014,Dealer,56467,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Mahindra Bolero Power Plus SLE,7.5,2018,Individual,20000,1st  ,Diesel,Manual,16.5,1493,70,,,,,
Mahindra Bolero 2011-2019 SLX,5.25,2015,Dealer,107107,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Maruti Swift Dzire LXI Option,3.69,2016,Individual,60000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Datsun GO Plus T CVT,2.65,2015,Dealer,14000,1st  ,Petrol,Automatic,18.57,1198,76,,,,,
Renault KWID RXT,2,2015,Individual,30000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Maruti Wagon R LXI,3.35,2016,Dealer,38000,1st  ,Petrol,Manual,21.79,998,67,,,,,
Maruti Swift LXI,3.15,2011,Dealer,94991,1st  ,Petrol,Manual,18.6,1197,86,,,,,
Datsun GO T Option Petrol,4.9,2019,Individual,3300,1st  ,Petrol,Manual,19.83,1198,67,,,,,
Hyundai Creta 1.6 CRDi SX Plus,8.75,2016,Individual,120000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,19,2019,Dealer,10000,1st  ,Diesel,Automatic,11.36,2755,172,,,,,
Toyota Fortuner 3.0 Diesel,12.25,2010,Dealer,182432,1st  ,Diesel,Manual,11.5,2982,171,,,,,
Hyundai Creta 1.4 EX Diesel,10,2019,Individual,35000,1st  ,Diesel,Manual,22.1,1396,89,,,,,
Maruti Zen Estilo VXI BSIV,2.2,2013,Dealer,14000,1st  ,Petrol,Manual,19,998,67,,,,,
Tata Tigor 1.2 Revotron XZ Option,6,2018,Dealer,15572,1st  ,Petrol,Manual,20.3,1199,84,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,5.9,2014,Dealer,82100,1st  ,Diesel,Manual,23,1498,99,,,,,
Tata Sumo Gold EX,4,2015,Dealer,63063,1st  ,Diesel,Manual,15.3,2956,84,,,,,
Toyota Etios Liva GD,3.29,2015,Individual,120000,1st  ,Diesel,Manual,23.59,1364,67,,,,,
Hyundai Creta 1.6 VTVT S,8.25,2016,Dealer,42530,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Mahindra Bolero 2011-2019 SLX,4.5,2015,Individual,93648,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Mahindra KUV 100 mFALCON G80 K4 Plus,3.15,2017,Individual,94000,1st  ,Petrol,Manual,18.15,1198,82,,,,,
Mahindra TUV 300 T8 AMT,7.75,2016,Dealer,15000,1st  ,Diesel,Automatic,18.49,1493,100,,,,,
Nissan Terrano XV Premium 110 PS,4.45,2014,Dealer,40000,1st  ,Diesel,Manual,19.01,1461,109,,,,,
Hyundai Creta 1.6 VTVT S,8.5,2016,Individual,25000,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Jaguar XF Diesel,12.99,2012,Dealer,73001,1st  ,Diesel,Automatic,14.74,2993,271,,,,,
Volkswagen Vento New Diesel Highline,2.6,2011,Dealer,36000,1st  ,Diesel,Manual,20.54,1598,104,,,,,
Maruti Wagon R VXI,1.8,2009,Dealer,42000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Mahindra Renault Logan 1.4 GLX Petrol,1.4,2010,Individual,110000,1st  ,Petrol,Manual,15.7,1390,75,,,,,
Hyundai EON 1.0 Era Plus,3.5,2018,Individual,20000,1st  ,Petrol,Manual,20.3,998,68,,,,,
Mahindra Bolero DI,3,2011,Individual,70000,1st  ,Diesel,Manual,13.6,2523,63,,,,,
Hyundai Verna 1.6 CRDi SX,4.75,2012,Dealer,65000,1st  ,Diesel,Manual,23.9,1582,126,,,,,
Hyundai Verna VTVT 1.6 SX Option,11.25,2017,Individual,10000,1st  ,Petrol,Manual,17,1591,121,,,,,
Tata Indica eLX,1.75,2015,Dealer,48000,1st  ,Diesel,Manual,25,1396,69,,,,,
Maruti SX4 S Cross DDiS 200 Delta,5.45,2016,Dealer,59000,1st  ,Diesel,Manual,23.65,1248,89,,,,,
Hyundai i20 Active SX Diesel,5.99,2016,Dealer,15000,1st  ,Diesel,Manual,21.19,1396,89,,,,,
Mahindra KUV100 NXT D75 K8,7,2020,Individual,35000,1st  ,Diesel,Manual,25.32,1198,77,,,,,
Maruti Estilo LXI,1.8,2010,Individual,15000,1st  ,Petrol,Manual,19.5,1061,null,,,,,
Maruti Wagon R LXI DUO BSIII,1.65,2010,Individual,78000,1st  ,LPG,Manual,17.3,1061,58,,,,,
null,null,,null,null,null,null,null,,,,,,,,
Maruti Alto LXI,1.25,2011,Dealer,115000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Ford Ecosport 1.5 Ti VCT AT Titanium,4.49,2013,Dealer,39500,1st  ,Petrol,Automatic,16.5,1499,110,,,,,
Maruti Swift VDI,4,2012,Individual,60000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Hyundai EON Era Plus,2.6,2016,Dealer,39000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,5,2009,Individual,120000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Honda BRV i-DTEC VX MT,7.75,2016,Dealer,49393,1st  ,Diesel,Manual,21.9,1498,99,,,,,
Maruti Wagon R LXI DUO BSIII,2.4,2010,Dealer,45154,1st  ,LPG,Manual,17.3,1061,58,,,,,
Hyundai i20 1.4 Asta,7.5,2018,Individual,38000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Maruti Alto 800 LXI,1.7,2013,Individual,70000,1st  ,Petrol,Manual,22.74,796,47,,,,,
Honda Amaze S i-Vtech,3.3,2014,Individual,44000,1st  ,Petrol,Manual,18,1198,87,,,,,
Hyundai Grand i10 1.2 CRDi Magna,3.9,2017,Individual,30000,1st  ,Diesel,Manual,24,1186,74,,,,,
BMW X3 xDrive20d,21.75,2013,Dealer,73000,1st  ,Diesel,Automatic,16.09,1995,184,,,,,
Ford Ecosport 1.5 DV5 MT Trend,7.95,2018,Dealer,74435,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Renault KWID RXT,2.4,2016,Individual,35000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Hyundai i10 Era,1.5,2010,Individual,70000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Renault Duster 110PS Diesel RxL,4.15,2014,Individual,110000,1st  ,Diesel,Manual,19.01,1461,108,,,,,
Hyundai Verna VTVT 1.4 EX,7.89,2018,Individual,16300,1st  ,Petrol,Manual,19.1,1368,99,,,,,
Hyundai Santro Xing GL,1.45,2011,Dealer,37429,1st  ,Petrol,Manual,0,1086,62,,,,,
Maruti Celerio ZXI AT,4.6,2016,Dealer,24262,1st  ,Petrol,Automatic,23.1,998,67,,,,,
Hyundai EON Era,2.95,2013,Dealer,23000,1st  ,Petrol,Manual,21.1,814,55,,,,,
BMW 3 Series 320d GT Luxury Line,34.5,2017,Dealer,33000,1st  ,Diesel,Automatic,19.59,1995,188,,,,,
Maruti Swift VXI Optional,5.7,2017,Dealer,27000,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Mahindra Bolero 2011-2019 SLE,5,2012,Individual,40000,1st  ,Diesel,Manual,15.96,2523,62,,,,,
Tata Bolt Revotron XT,3.75,2016,Individual,30000,1st  ,Petrol,Manual,17.57,1193,89,,,,,
Skoda Rapid 1.6 MPI Ambition,7.2,2017,Dealer,30000,1st  ,Petrol,Manual,15,1598,105,,,,,
Ford Figo Diesel ZXI,2.65,2014,Dealer,58187,1st  ,Diesel,Manual,20,1399,68,,,,,
Hyundai EON Magna Plus,2.35,2017,Individual,70000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Maruti Wagon R Stingray VXI,3.65,2016,Dealer,29000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Hyundai i20 Sportz 1.4 CRDi,3.9,2013,Individual,65000,1st  ,Diesel,Manual,21.9,1396,89,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.25,2010,Dealer,128787,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Maruti Vitara Brezza ZDi,7.75,2017,Dealer,72000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Hyundai i20 Sportz 1.4 CRDi,3.2,2013,Individual,100000,1st  ,Diesel,Manual,21.9,1396,89,,,,,
Honda Brio S MT,2.75,2012,Dealer,60000,1st  ,Petrol,Manual,19.4,1198,87,,,,,
Renault Duster 85PS Diesel RxZ,7.5,2018,Individual,90000,1st  ,Diesel,Manual,19.87,1461,84,,,,,
Maruti Zen Estilo 1.1 LXI BSIII,1.1,2007,Dealer,63522,1st  ,Petrol,Manual,18.2,1061,64,,,,,
Hyundai i10 Magna,2.3,2009,Individual,70000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Volkswagen Jetta 1.9 Highline TDI,2.99,2011,Dealer,39256,1st  ,Diesel,Automatic,15.5,1896,105,,,,,
Hyundai i10 Magna,1.45,2011,Dealer,74953,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Swift VDI BSIV W ABS,2,2010,Individual,185000,1st  ,Diesel,Manual,17.8,1248,null,,,,,
Skoda Rapid 1.6 MPI Ambition BSIV,7.2,2017,Dealer,30000,1st  ,Petrol,Manual,15.41,1598,103,,,,,
Hyundai i10 Era,2.25,2011,Dealer,41000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,15.46,2017,Individual,85000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Mahindra Scorpio VLX 2WD AIRBAG BSIII,6.25,2013,Dealer,56000,1st  ,Diesel,Manual,12.05,2179,120,,,,,
Maruti Alto K10 LXI,1.5,2011,Individual,70000,1st  ,Petrol,Manual,20.92,998,67,,,,,
Nissan Sunny Diesel XL,2.01,2012,Individual,85000,1st  ,Diesel,Manual,21.64,1461,85,,,,,
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,5.95,2017,Dealer,135896,1st  ,Diesel,Manual,22,1498,108,,,,,
Maruti Swift Vdi BSIII,2.25,2009,Dealer,35000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Volkswagen Vento 1.5 TDI Highline AT,8,2016,Individual,50000,1st  ,Diesel,Automatic,22.15,1498,109,,,,,
Hyundai i10 Sportz 1.1L,3.8,2016,Individual,10000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Maruti Alto K10 VXI Airbag,3.6,2019,Individual,10000,1st  ,Petrol,Manual,23.95,998,67,,,,,
Honda Amaze VX i-VTEC,4.4,2017,Individual,85000,1st  ,Petrol,Manual,17.8,1198,87,,,,,
Maruti Swift VXI Glory Limited Edition,4.5,2016,Individual,60000,1st  ,Petrol,Manual,20.4,1197,83,,,,,
Maruti Baleno Zeta 1.2,5.6,2018,Individual,50000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Ford Ecosport 1.0 Ecoboost Titanium,5.9,2015,Dealer,104278,1st  ,Petrol,Manual,18.88,999,123,,,,,
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,7.5,2016,Dealer,48000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Maruti Celerio VXI,3.85,2016,Dealer,35000,1st  ,Petrol,Manual,23.1,998,67,,,,,
Maruti Eeco CNG 5 Seater AC BSIV,3.5,2018,Individual,60000,1st  ,CNG,Manual,21.94,1196,62,,,,,
Hyundai i10 Magna,3.5,2011,Individual,30000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Hyundai EON Era Plus,3,2019,Individual,15000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Hyundai Grand i10 CRDi Sportz,4.25,2017,Individual,40000,1st  ,Diesel,Manual,24,1120,70,,,,,
Maruti Swift VDI,4.5,2015,Dealer,61000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Mahindra e2oPlus P6,4,2018,Dealer,26000,1st  ,Electric,Automatic,110,,25,,,,,
Maruti Alto LX,1.04,2008,Individual,50000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Hyundai Creta 1.4 CRDi S,7.7,2016,Individual,121054,1st  ,Diesel,Manual,21.38,1396,89,,,,,
Chevrolet Beat PS,2.5,2015,Individual,25000,1st  ,Petrol,Manual,18.6,1199,77,,,,,
Mahindra TUV 300 T4,6.1,2017,Individual,40000,1st  ,Diesel,Manual,18.49,1493,100,,,,,
Toyota Innova 2.5 V Diesel 7-seater,3.95,2007,Dealer,110000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Hyundai Santro Xing GLS,2,2014,Individual,40000,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Hyundai Creta 1.6 VTVT E Plus,8.4,2017,Dealer,15000,1st  ,Petrol,Manual,15.29,1591,121,,,,,
Ford Freestyle Titanium Plus Petrol BSIV,7.25,2018,Individual,20000,1st  ,Petrol,Manual,19,1194,95,,,,,
BMW X1 sDrive20d,11.5,2010,Dealer,106271,1st  ,Diesel,Automatic,17.05,1995,184,,,,,
Maruti Wagon R VXI,3.6,2016,Individual,11799,1st  ,Petrol,Manual,20.51,998,67,,,,,
Tata Tiago 1.2 Revotron XZ Plus Dual Tone,5.55,2019,Individual,11000,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Chevrolet Sail LS ABS,3,2013,Individual,50000,1st  ,Diesel,Manual,22.1,1248,74,,,,,
Maruti Swift Dzire ZDI,3.8,2012,Individual,61000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Hyundai i10 Sportz,1.99,2010,Dealer,35000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Maruti Swift VXI 2018,5.5,2018,Individual,26000,1st  ,Petrol,Manual,22,1197,82,,,,,
BMW 5 Series 520d Sport Line,42,2017,Dealer,44000,1st  ,Diesel,Automatic,22.48,1995,188,,,,,
Hyundai Grand i10 CRDi Magna,2.4,2014,Individual,80000,1st  ,Diesel,Manual,24,1120,70,,,,,
Mahindra Thar CRDe ABS,9,2018,Dealer,19000,1st  ,Diesel,Manual,16.55,2498,105,,,,,
Ford Ikon 1.6 SXi,1,2004,Individual,35000,1st  ,Petrol,Manual,14.2,1597,92,,,,,
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,5.99,2018,Dealer,19000,1st  ,Petrol,Manual,18.78,999,75,,,,,
Maruti Swift VXI,5.9,2019,Individual,17600,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Hyundai Grand i10 1.2 Kappa Sportz AT,5.75,2018,Individual,26800,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Maruti Swift VDI,5,2014,Dealer,50000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Honda CR-V RVi AT,7.5,2012,Dealer,49049,1st  ,Petrol,Automatic,13.1,2354,141,,,,,
Honda City i VTEC CVT SV,5.5,2014,Dealer,45045,1st  ,Petrol,Automatic,18,1497,117,,,,,
Hyundai Santro Sportz AMT,5.45,2019,Dealer,25000,1st  ,Petrol,Automatic,20.3,1086,68,,,,,
Hyundai i20 Magna,6.4,2020,Individual,20000,1st  ,Petrol,Manual,20.35,1197,82,,,,,
Hyundai i20 1.2 Magna,3.9,2014,Dealer,48000,1st  ,Petrol,Manual,18.5,1197,80,,,,,
Tata Harrier XZ BSIV,17.5,2019,Individual,20000,1st  ,Diesel,Manual,17,1956,138,,,,,
Mercedes-Benz GLS 2016-2020 350d Grand Edition,70,2017,Dealer,37000,1st  ,Diesel,Automatic,11,2987,258,,,,,
Tata Tiago 1.2 Revotron XT,3.6,2018,Individual,60000,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Renault Duster 85PS Diesel RxL,5.5,2015,Individual,120000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Hyundai i10 Sportz,1.8,2010,Individual,100000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Hyundai EON 1.0 Kappa Magna Plus Optional,2.55,2016,Individual,70000,1st  ,Petrol,Manual,20.3,998,68,,,,,
Honda Amaze E i-DTEC,4.1,2017,Individual,100000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Ford Figo 1.5D Trend MT,5,2015,Dealer,76416,1st  ,Diesel,Manual,25.83,1498,99,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,5.25,2014,Dealer,38125,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Honda Civic 1.8 V AT Sunroof,6,2012,Individual,80000,1st  ,Petrol,Automatic,13.9,1799,130,,,,,
Maruti Ritz VDi,4.25,2012,Dealer,67213,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Maruti Swift VXI BSIV,6.4,2020,Dealer,10000,1st  ,Petrol,Manual,22,1197,82,,,,,
Toyota Corolla Altis D-4D JS,7.5,2014,Dealer,27000,1st  ,Diesel,Manual,21.43,1364,87,,,,,
Mahindra XUV500 W11 Option BSIV,17,2019,Individual,10000,1st  ,Diesel,Manual,15.1,2179,153,,,,,
Audi Q3 35 TDI Quattro Premium,13.5,2013,Dealer,53000,1st  ,Diesel,Automatic,15.73,1968,174,,,,,
Hyundai Verna VTVT 1.6 SX,9.25,2018,Trustmark Dealer,21734,1st  ,Petrol,Manual,17,1591,121,,,,,
Hyundai i20 Sportz 1.2,5.3,2016,Dealer,35000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Ford Ecosport 2015-2021 1.5 Petrol Trend Plus AT BSIV,8.5,2017,Dealer,35000,1st  ,Petrol,Automatic,14.8,1497,121,,,,,
Tata Harrier XZ Dark Edition BSIV,16.5,2019,Dealer,17000,1st  ,Diesel,Manual,17,1956,138,,,,,
Maruti Wagon R LXI,2.95,2014,Individual,40000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Maruti Ritz VDi,3.49,2014,Dealer,46000,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Mahindra Renault Logan 1.4 GLX Petrol,1.25,2007,Dealer,68000,1st  ,Petrol,Manual,15.7,1390,75,,,,,
Mahindra XUV500 W6 2WD,10.75,2017,Dealer,34000,1st  ,Diesel,Manual,16,2179,140,,,,,
Ford Ecosport 1.5 DV5 MT Titanium,5.9,2015,Dealer,50000,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Ford Ecosport 1.5 DV5 MT Ambiente,4.15,2014,Dealer,64000,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Maruti Vitara Brezza VDi AMT,8.31,2018,Dealer,69000,1st  ,Diesel,Automatic,24.3,1248,89,,,,,
Hyundai Venue SX Opt Diesel BSIV,10.99,2019,Dealer,12000,1st  ,Diesel,Manual,23.7,1396,89,,,,,
Maruti Swift Dzire VXi AT,3.95,2012,Dealer,66581,1st  ,Petrol,Automatic,17.4,1197,86,,,,,
